EURUSD,Open,High,Low,Close,Range HL
06.01.2009,1.3635,1.3659,1.3314,1.3536,345
07.01.2009,1.3536,1.3747,1.3432,1.3644,315
08.01.2009,1.3645,1.3799,1.3535,1.3702,264
09.01.2009,1.3702,1.3751,1.3415,1.3476,336
12.01.2009,1.347,1.3489,1.3289,1.3362,200
13.01.2009,1.3362,1.3374,1.3141,1.3182,233
14.01.2009,1.3182,1.3336,1.3093,1.3191,243
15.01.2009,1.3191,1.3241,1.3026,1.3115,215
16.01.2009,1.3115,1.3344,1.3111,1.3267,233
19.01.2009,1.3279,1.3387,1.3067,1.3069,320
20.01.2009,1.3069,1.3104,1.2856,1.2904,248
21.01.2009,1.2904,1.3086,1.2825,1.3023,261
22.01.2009,1.3023,1.3082,1.2908,1.3001,174
23.01.2009,1.3001,1.3035,1.2765,1.2975,270
26.01.2009,1.2983,1.3208,1.2862,1.3189,346
27.01.2009,1.3189,1.333,1.3118,1.316,212
28.01.2009,1.316,1.3327,1.3103,1.3166,224
29.01.2009,1.3166,1.3179,1.2933,1.2954,246
30.01.2009,1.2954,1.2958,1.2764,1.2813,194
02.02.2009,1.2799,1.2899,1.2706,1.2843,193
03.02.2009,1.2843,1.3058,1.2801,1.304,257
04.02.2009,1.304,1.307,1.2813,1.2849,257
05.02.2009,1.2849,1.2905,1.2761,1.2791,144
06.02.2009,1.2791,1.2992,1.2747,1.294,245
09.02.2009,1.2915,1.3093,1.2874,1.3003,219
10.02.2009,1.3003,1.3075,1.281,1.2913,265
11.02.2009,1.2913,1.2998,1.2834,1.2906,164
12.02.2009,1.2906,1.2944,1.2722,1.2861,222
13.02.2009,1.2861,1.2943,1.2821,1.2862,122
16.02.2009,1.2854,1.2864,1.2727,1.2801,137
17.02.2009,1.2801,1.2805,1.2563,1.2582,242
18.02.2009,1.2582,1.2641,1.2513,1.253,128
19.02.2009,1.253,1.276,1.2527,1.2674,233
20.02.2009,1.2674,1.2884,1.2558,1.2826,326
23.02.2009,1.2844,1.2992,1.2692,1.2694,300
24.02.2009,1.2694,1.2877,1.2663,1.2846,214
25.02.2009,1.2846,1.2899,1.2691,1.2723,208
26.02.2009,1.2723,1.2811,1.2682,1.2744,129
27.02.2009,1.2744,1.275,1.2604,1.2669,146
02.03.2009,1.264,1.2646,1.2546,1.2578,100
03.03.2009,1.2578,1.2678,1.2522,1.2561,156
04.03.2009,1.2561,1.2663,1.2457,1.2661,206
05.03.2009,1.2661,1.2664,1.2481,1.254,183
06.03.2009,1.254,1.2754,1.2533,1.2653,221
09.03.2009,1.265,1.2727,1.2556,1.2611,171
10.03.2009,1.2611,1.2822,1.2579,1.2682,243
11.03.2009,1.2682,1.2864,1.2617,1.2837,247
12.03.2009,1.2837,1.2945,1.2732,1.2913,213
13.03.2009,1.2913,1.2958,1.2863,1.2928,95
16.03.2009,1.289,1.3072,1.2834,1.2968,238
17.03.2009,1.2967,1.3033,1.2932,1.3017,101
18.03.2009,1.3017,1.3498,1.2987,1.3474,511
19.03.2009,1.3474,1.3738,1.3417,1.3665,321
20.03.2009,1.3665,1.3727,1.3518,1.3582,209
23.03.2009,1.3581,1.3736,1.3486,1.3633,250
24.03.2009,1.3633,1.3678,1.3431,1.3468,247
25.03.2009,1.3468,1.3651,1.3419,1.3583,232
26.03.2009,1.3582,1.364,1.3494,1.3526,146
27.03.2009,1.3526,1.3591,1.3257,1.3287,334
30.03.2009,1.3293,1.3295,1.3114,1.3199,181
31.03.2009,1.3199,1.3342,1.3175,1.325,167
01.04.2009,1.325,1.3286,1.3167,1.3249,119
02.04.2009,1.3249,1.3517,1.3224,1.3461,293
03.04.2009,1.3461,1.3495,1.3365,1.3486,130
06.04.2009,1.3475,1.3582,1.3358,1.3416,224
07.04.2009,1.3416,1.342,1.3227,1.3272,193
08.04.2009,1.3272,1.3308,1.3148,1.3282,160
09.04.2009,1.3282,1.3336,1.3127,1.3169,209
10.04.2009,1.3169,1.3189,1.309,1.3189,99
13.04.2009,1.3187,1.3392,1.3127,1.3368,265
14.04.2009,1.3368,1.3381,1.3226,1.3259,155
15.04.2009,1.3259,1.3297,1.3147,1.3227,150
16.04.2009,1.3227,1.3268,1.3127,1.3186,141
17.04.2009,1.3186,1.3197,1.3018,1.3044,179
20.04.2009,1.305,1.3074,1.2889,1.2921,185
21.04.2009,1.2921,1.2994,1.2898,1.2948,96
22.04.2009,1.2948,1.3037,1.2886,1.3005,151
23.04.2009,1.3005,1.3161,1.298,1.3144,181
24.04.2009,1.3144,1.3301,1.3113,1.3242,188
27.04.2009,1.3229,1.3274,1.3,1.3036,274
28.04.2009,1.3036,1.3166,1.2965,1.3149,201
29.04.2009,1.3149,1.334,1.3121,1.3271,219
30.04.2009,1.3271,1.3386,1.3192,1.323,194
01.05.2009,1.323,1.3328,1.3218,1.3273,110
04.05.2009,1.3264,1.3425,1.3213,1.3406,212
05.05.2009,1.3406,1.3438,1.3283,1.333,155
06.05.2009,1.333,1.3375,1.3247,1.3335,128
07.05.2009,1.3335,1.347,1.3252,1.339,218
08.05.2009,1.339,1.3651,1.3343,1.3634,308
11.05.2009,1.3627,1.3668,1.3558,1.3582,110
12.05.2009,1.3582,1.3707,1.3564,1.3648,143
13.05.2009,1.3648,1.3722,1.3567,1.36,155
14.05.2009,1.36,1.3665,1.3526,1.3639,139
15.05.2009,1.3639,1.365,1.3462,1.3495,188
18.05.2009,1.348,1.3563,1.3424,1.3562,139
19.05.2009,1.3561,1.3668,1.3531,1.363,137
20.05.2009,1.363,1.383,1.3584,1.378,246
21.05.2009,1.378,1.3923,1.3728,1.389,195
22.05.2009,1.389,1.4051,1.389,1.3998,161
25.05.2009,1.3993,1.4048,1.3959,1.4017,89
26.05.2009,1.4017,1.4023,1.386,1.3985,163
27.05.2009,1.3985,1.4001,1.3824,1.3825,177
28.05.2009,1.3826,1.3983,1.3793,1.3941,190
29.05.2009,1.3941,1.4169,1.3926,1.4158,243
01.06.2009,1.4163,1.4246,1.41,1.4159,146
02.06.2009,1.4159,1.4331,1.4102,1.4303,229
03.06.2009,1.4303,1.4338,1.4109,1.4162,229
04.06.2009,1.4162,1.4241,1.4071,1.4183,170
05.06.2009,1.4183,1.4267,1.3933,1.3968,334
08.06.2009,1.3963,1.4003,1.3806,1.39,197
09.06.2009,1.39,1.4101,1.3853,1.4065,248
10.06.2009,1.4065,1.4144,1.3916,1.3984,228
11.06.2009,1.3984,1.4178,1.3944,1.4108,234
12.06.2009,1.4108,1.4129,1.3936,1.4016,193
15.06.2009,1.4017,1.4034,1.3756,1.3803,278
16.06.2009,1.3803,1.3933,1.3749,1.3837,184
17.06.2009,1.3837,1.3985,1.3807,1.3942,178
18.06.2009,1.3942,1.4001,1.3872,1.39,129
19.06.2009,1.39,1.4012,1.3883,1.3937,129
22.06.2009,1.3949,1.3963,1.3827,1.3865,136
23.06.2009,1.3865,1.4108,1.3829,1.4077,279
24.06.2009,1.4077,1.4138,1.3889,1.393,249
25.06.2009,1.393,1.4013,1.3889,1.3988,124
26.06.2009,1.3988,1.4118,1.3983,1.4056,135
29.06.2009,1.4053,1.4103,1.3983,1.4083,120
30.06.2009,1.4083,1.4152,1.4001,1.4033,151
01.07.2009,1.4033,1.4201,1.4002,1.4142,199
02.07.2009,1.4142,1.4154,1.3989,1.4003,165
03.07.2009,1.4003,1.4028,1.3929,1.398,99
06.07.2009,1.397,1.3999,1.3877,1.3984,122
07.07.2009,1.3984,1.4051,1.3904,1.3924,147
08.07.2009,1.3924,1.3938,1.3833,1.3884,105
09.07.2009,1.3884,1.4072,1.3859,1.402,213
10.07.2009,1.402,1.403,1.3879,1.3936,151
13.07.2009,1.3947,1.4002,1.3898,1.3978,104
14.07.2009,1.3978,1.4015,1.3912,1.3967,103
15.07.2009,1.3967,1.4135,1.3964,1.4107,171
16.07.2009,1.4107,1.4165,1.4056,1.4148,109
17.07.2009,1.4148,1.4151,1.4064,1.4102,87
20.07.2009,1.4105,1.4249,1.4095,1.4231,154
21.07.2009,1.4231,1.4277,1.4164,1.4226,113
22.07.2009,1.4226,1.4257,1.4156,1.422,101
23.07.2009,1.422,1.4291,1.412,1.4143,171
24.07.2009,1.4143,1.4254,1.4135,1.4202,119
27.07.2009,1.4212,1.4298,1.4172,1.4232,126
28.07.2009,1.4231,1.4304,1.4131,1.4167,173
29.07.2009,1.4167,1.4195,1.4008,1.405,187
30.07.2009,1.405,1.4095,1.4009,1.4075,86
31.07.2009,1.4075,1.4279,1.4064,1.4257,215
03.08.2009,1.4273,1.4445,1.4207,1.4412,238
04.08.2009,1.4413,1.4431,1.4368,1.4408,63
05.08.2009,1.4408,1.4447,1.4356,1.4404,91
06.08.2009,1.4404,1.4431,1.433,1.4345,101
07.08.2009,1.4345,1.4414,1.4155,1.4183,259
10.08.2009,1.4193,1.4219,1.4105,1.414,114
11.08.2009,1.414,1.4185,1.411,1.4149,75
12.08.2009,1.4149,1.4247,1.4087,1.4188,160
13.08.2009,1.4188,1.4327,1.4181,1.4292,146
14.08.2009,1.4292,1.4307,1.4161,1.4203,146
17.08.2009,1.419,1.4195,1.4046,1.4082,149
18.08.2009,1.4082,1.4154,1.4067,1.4136,87
19.08.2009,1.4136,1.4267,1.4085,1.4224,182
20.08.2009,1.4224,1.4275,1.4201,1.4254,74
21.08.2009,1.4254,1.4376,1.4209,1.4326,167
24.08.2009,1.4329,1.4359,1.4281,1.4304,78
25.08.2009,1.4304,1.4361,1.4253,1.4297,108
26.08.2009,1.4297,1.4348,1.4207,1.4255,141
27.08.2009,1.4255,1.4406,1.422,1.4341,186
28.08.2009,1.4341,1.4388,1.4282,1.4303,106
31.08.2009,1.4298,1.4367,1.4257,1.4334,110
01.09.2009,1.4334,1.4378,1.4178,1.4224,200
02.09.2009,1.4224,1.4294,1.419,1.4264,104
03.09.2009,1.4264,1.4348,1.4237,1.4252,111
04.09.2009,1.4252,1.4327,1.4192,1.4297,135
07.09.2009,1.4309,1.4362,1.4287,1.4332,75
08.09.2009,1.4332,1.4535,1.4329,1.4478,206
09.09.2009,1.4478,1.4601,1.4467,1.4557,134
10.09.2009,1.4557,1.4613,1.4503,1.4582,110
11.09.2009,1.4582,1.4634,1.4554,1.4571,80
14.09.2009,1.4581,1.4653,1.4516,1.4618,137
15.09.2009,1.4618,1.4686,1.4561,1.4658,125
16.09.2009,1.4658,1.4737,1.4642,1.4709,95
17.09.2009,1.4709,1.4767,1.4689,1.4741,78
18.09.2009,1.4741,1.4748,1.4648,1.4712,100
21.09.2009,1.4707,1.4714,1.4611,1.468,103
22.09.2009,1.468,1.4821,1.4672,1.479,149
23.09.2009,1.479,1.4844,1.4728,1.4735,116
24.09.2009,1.4735,1.4802,1.4629,1.4666,173
25.09.2009,1.4666,1.4725,1.4615,1.4689,110
28.09.2009,1.4691,1.472,1.4565,1.4622,155
29.09.2009,1.4622,1.4646,1.4527,1.4587,119
30.09.2009,1.4587,1.4674,1.4576,1.464,98
01.10.2009,1.464,1.4668,1.4517,1.4545,151
02.10.2009,1.4545,1.4648,1.4481,1.4576,167
05.10.2009,1.4585,1.467,1.4581,1.4648,89
06.10.2009,1.4648,1.4762,1.4646,1.4722,116
07.10.2009,1.4722,1.4737,1.4651,1.4691,86
08.10.2009,1.4691,1.4818,1.4683,1.4794,135
09.10.2009,1.4794,1.4797,1.4674,1.4732,123
12.10.2009,1.472,1.4813,1.4677,1.4773,136
13.10.2009,1.4773,1.4876,1.4762,1.4854,114
14.10.2009,1.4854,1.4947,1.4839,1.4925,108
15.10.2009,1.4925,1.4968,1.4843,1.4947,125
16.10.2009,1.4947,1.4967,1.4849,1.4905,118
19.10.2009,1.4902,1.4966,1.4829,1.4965,137
20.10.2009,1.4964,1.4994,1.4883,1.4945,111
21.10.2009,1.4945,1.5046,1.4889,1.5016,157
22.10.2009,1.5016,1.5038,1.4944,1.5033,94
23.10.2009,1.5033,1.506,1.4986,1.5008,74
26.10.2009,1.4983,1.5063,1.4845,1.4876,218
27.10.2009,1.4876,1.4927,1.477,1.4804,157
28.10.2009,1.4804,1.4841,1.4691,1.4706,150
29.10.2009,1.4706,1.4859,1.4684,1.4822,175
30.10.2009,1.4822,1.4858,1.4703,1.4719,155
02.11.2009,1.4723,1.4845,1.4685,1.4775,160
03.11.2009,1.4775,1.4811,1.4626,1.4724,185
04.11.2009,1.4724,1.4909,1.4702,1.4861,207
05.11.2009,1.4861,1.4917,1.4811,1.4871,106
06.11.2009,1.4871,1.4914,1.4814,1.4847,100
09.11.2009,1.4886,1.502,1.4853,1.4999,167
10.11.2009,1.4999,1.502,1.4939,1.4993,81
11.11.2009,1.4993,1.5049,1.4953,1.4987,96
12.11.2009,1.4987,1.5016,1.4822,1.485,194
13.11.2009,1.485,1.4938,1.4825,1.4903,113
16.11.2009,1.4924,1.5016,1.4881,1.497,135
17.11.2009,1.497,1.4999,1.4808,1.4876,191
18.11.2009,1.4877,1.4991,1.4859,1.4963,132
19.11.2009,1.4963,1.4966,1.4843,1.4925,123
20.11.2009,1.4925,1.4935,1.4802,1.4862,133
23.11.2009,1.4867,1.4999,1.4833,1.4961,166
24.11.2009,1.4961,1.4989,1.4889,1.4968,100
25.11.2009,1.4968,1.5144,1.4955,1.5134,189
26.11.2009,1.5134,1.5142,1.496,1.5019,182
27.11.2009,1.5019,1.502,1.4828,1.4988,192
30.11.2009,1.5014,1.5084,1.4964,1.5005,120
01.12.2009,1.5005,1.5117,1.4971,1.5081,146
02.12.2009,1.5081,1.511,1.5032,1.5044,78
03.12.2009,1.5044,1.5141,1.5043,1.5053,98
04.12.2009,1.5053,1.5091,1.4822,1.4858,269
07.12.2009,1.487,1.4905,1.4756,1.4827,149
08.12.2009,1.4827,1.4867,1.4681,1.4704,186
09.12.2009,1.4704,1.4782,1.4668,1.4726,114
10.12.2009,1.4726,1.476,1.4684,1.4732,76
11.12.2009,1.4732,1.4776,1.4586,1.4615,190
14.12.2009,1.4632,1.4685,1.4599,1.4656,86
15.12.2009,1.4656,1.4663,1.4504,1.4538,159
16.12.2009,1.4538,1.4591,1.4506,1.4531,85
17.12.2009,1.4531,1.4536,1.4305,1.4338,231
18.12.2009,1.4338,1.4412,1.4262,1.4338,150
21.12.2009,1.4326,1.4373,1.4267,1.4276,106
22.12.2009,1.4276,1.4332,1.4218,1.4249,114
23.12.2009,1.4249,1.4366,1.4234,1.4337,132
24.12.2009,1.4337,1.4418,1.4324,1.438,94
25.12.2009,1.4381,1.4438,1.4358,1.4411,80
28.12.2009,1.4391,1.4414,1.4354,1.4378,60
29.12.2009,1.4379,1.4458,1.4332,1.4354,126
30.12.2009,1.4354,1.4361,1.4273,1.4339,88
31.12.2009,1.4339,1.4441,1.4306,1.4321,135
01.01.2010,1.4321,1.4355,1.4313,1.4324,42
04.01.2010,1.4312,1.4456,1.4258,1.4413,198
05.01.2010,1.4413,1.4484,1.4346,1.4365,138
06.01.2010,1.4365,1.4435,1.4284,1.4408,151
07.01.2010,1.4408,1.4447,1.4299,1.4308,148
08.01.2010,1.4308,1.4439,1.4264,1.4409,175
11.01.2010,1.4427,1.4557,1.4409,1.4513,148
12.01.2010,1.4513,1.4546,1.4454,1.4486,92
13.01.2010,1.4486,1.4579,1.4457,1.451,122
14.01.2010,1.451,1.4556,1.4447,1.4499,109
15.01.2010,1.45,1.4512,1.4337,1.4387,175
18.01.2010,1.4358,1.44,1.4335,1.4384,65
19.01.2010,1.4383,1.4414,1.4252,1.4288,162
20.01.2010,1.4288,1.4296,1.4081,1.4106,215
21.01.2010,1.4106,1.4143,1.4029,1.4084,114
22.01.2010,1.4084,1.4182,1.4066,1.4139,116
25.01.2010,1.4144,1.4194,1.4129,1.4151,65
26.01.2010,1.4151,1.4179,1.4043,1.4072,136
27.01.2010,1.4072,1.4097,1.3994,1.4024,103
28.01.2010,1.4024,1.4053,1.3938,1.3971,115
29.01.2010,1.3971,1.3987,1.3862,1.3863,125
01.02.2010,1.3864,1.3938,1.3853,1.3931,85
02.02.2010,1.3931,1.3975,1.3887,1.3964,88
03.02.2010,1.3964,1.4026,1.3886,1.3893,140
04.02.2010,1.3893,1.3903,1.3722,1.3723,181
05.02.2010,1.3723,1.3746,1.3586,1.3678,160
08.02.2010,1.3716,1.3718,1.3622,1.3649,96
09.02.2010,1.3649,1.3839,1.3643,1.3797,196
10.02.2010,1.3797,1.3813,1.3677,1.3737,136
11.02.2010,1.3737,1.3801,1.3596,1.3693,205
12.02.2010,1.3693,1.3695,1.3532,1.3632,163
15.02.2010,1.3615,1.3633,1.3579,1.3598,54
16.02.2010,1.3598,1.3779,1.3589,1.377,190
17.02.2010,1.377,1.3788,1.3586,1.3607,202
18.02.2010,1.3607,1.3655,1.3502,1.3527,153
19.02.2010,1.3527,1.3618,1.3444,1.3613,174
22.02.2010,1.364,1.3654,1.3574,1.3596,80
23.02.2010,1.3596,1.3692,1.3497,1.3507,195
24.02.2010,1.3507,1.3627,1.3503,1.3538,124
25.02.2010,1.3538,1.3571,1.3451,1.3548,120
26.02.2010,1.3548,1.3683,1.3531,1.3631,152
01.03.2010,1.3646,1.3665,1.346,1.356,205
02.03.2010,1.356,1.3622,1.3436,1.3615,186
03.03.2010,1.3615,1.3736,1.3593,1.3697,143
04.03.2010,1.3697,1.3712,1.3552,1.3581,160
05.03.2010,1.3581,1.363,1.3531,1.3626,99
08.03.2010,1.3619,1.3705,1.3606,1.3634,99
09.03.2010,1.3634,1.3635,1.3537,1.3602,98
10.03.2010,1.3602,1.368,1.3545,1.3657,135
11.03.2010,1.3657,1.3687,1.3621,1.3681,66
12.03.2010,1.3681,1.3796,1.367,1.3769,126
15.03.2010,1.3768,1.3785,1.364,1.3677,145
16.03.2010,1.3677,1.3783,1.3657,1.3766,126
17.03.2010,1.3766,1.3818,1.3727,1.3738,91
18.03.2010,1.3738,1.3741,1.3587,1.3608,154
19.03.2010,1.3608,1.3627,1.3503,1.353,124
22.03.2010,1.3532,1.3568,1.3464,1.3558,104
23.03.2010,1.3557,1.3569,1.3476,1.3499,93
24.03.2010,1.3499,1.3507,1.3313,1.3315,194
25.03.2010,1.3314,1.3387,1.3268,1.3273,119
26.03.2010,1.3273,1.3425,1.3268,1.341,157
29.03.2010,1.342,1.3527,1.3419,1.3483,108
30.03.2010,1.3483,1.3537,1.3396,1.3414,141
31.03.2010,1.3414,1.3549,1.3385,1.351,164
01.04.2010,1.351,1.3591,1.346,1.3589,131
02.04.2010,1.3589,1.3591,1.3475,1.3504,116
05.04.2010,1.349,1.3538,1.3461,1.3484,77
06.04.2010,1.3484,1.3497,1.3355,1.3399,142
07.04.2010,1.3399,1.3408,1.3326,1.3344,82
08.04.2010,1.3344,1.3367,1.3283,1.3361,84
09.04.2010,1.3361,1.35,1.3342,1.35,158
12.04.2010,1.3504,1.3692,1.3492,1.3592,200
13.04.2010,1.3592,1.3628,1.3547,1.3614,81
14.04.2010,1.3614,1.3679,1.3597,1.3653,82
15.04.2010,1.3653,1.3667,1.3522,1.3573,145
16.04.2010,1.3573,1.3585,1.3473,1.3503,112
19.04.2010,1.3501,1.3502,1.3416,1.3489,86
20.04.2010,1.3489,1.3523,1.3429,1.3435,94
21.04.2010,1.3435,1.3448,1.3359,1.339,89
22.04.2010,1.339,1.3422,1.3261,1.3295,161
23.04.2010,1.3295,1.3399,1.3202,1.3384,197
26.04.2010,1.336,1.3397,1.3292,1.3383,105
27.04.2010,1.3382,1.3416,1.3166,1.3175,250
28.04.2010,1.3175,1.3266,1.3115,1.3221,151
29.04.2010,1.3221,1.3279,1.3185,1.3233,94
30.04.2010,1.3233,1.3343,1.3224,1.3294,119
03.05.2010,1.3303,1.3361,1.3155,1.3195,206
04.05.2010,1.3195,1.3214,1.2982,1.2987,232
05.05.2010,1.2987,1.2996,1.2804,1.2814,192
06.05.2010,1.2814,1.2856,1.2529,1.262,327
07.05.2010,1.262,1.2798,1.2586,1.2755,212
10.05.2010,1.2877,1.3094,1.2759,1.2787,335
11.05.2010,1.2787,1.2803,1.2657,1.2662,146
12.05.2010,1.2662,1.2739,1.2606,1.2614,133
13.05.2010,1.2614,1.2684,1.2518,1.2535,166
14.05.2010,1.2535,1.2576,1.2354,1.2358,222
17.05.2010,1.236,1.2414,1.2235,1.2395,179
18.05.2010,1.2395,1.2444,1.2162,1.2202,282
19.05.2010,1.2203,1.2424,1.2144,1.2415,280
20.05.2010,1.2415,1.2598,1.2297,1.2487,301
21.05.2010,1.2487,1.2672,1.2455,1.257,217
24.05.2010,1.2544,1.2587,1.2346,1.2372,241
25.05.2010,1.2372,1.2372,1.2178,1.2345,194
26.05.2010,1.2345,1.2389,1.2167,1.2178,222
27.05.2010,1.2178,1.2395,1.2154,1.2362,241
28.05.2010,1.2362,1.2453,1.2266,1.2273,187
31.05.2010,1.2267,1.2335,1.2256,1.2306,79
01.06.2010,1.2306,1.2353,1.2111,1.2229,242
02.06.2010,1.2229,1.2273,1.2175,1.2249,98
03.06.2010,1.2249,1.2327,1.2153,1.2163,174
04.06.2010,1.2163,1.2216,1.1956,1.1967,260
07.06.2010,1.1968,1.1992,1.1877,1.1923,115
08.06.2010,1.1923,1.2009,1.1902,1.1973,107
09.06.2010,1.1973,1.2074,1.1924,1.1979,150
10.06.2010,1.1979,1.2142,1.1957,1.2124,185
11.06.2010,1.2124,1.2153,1.2045,1.2112,108
14.06.2010,1.2107,1.2299,1.2103,1.2221,196
15.06.2010,1.2221,1.235,1.2168,1.2332,182
16.06.2010,1.2332,1.2353,1.2255,1.2311,98
17.06.2010,1.2311,1.2413,1.2242,1.2389,171
18.06.2010,1.2389,1.2417,1.2354,1.2388,63
21.06.2010,1.2417,1.2487,1.2304,1.2312,183
22.06.2010,1.2312,1.2354,1.2252,1.2271,102
23.06.2010,1.2271,1.2344,1.2209,1.2311,135
24.06.2010,1.2311,1.2388,1.2262,1.2333,126
25.06.2010,1.2333,1.2395,1.2254,1.2369,141
28.06.2010,1.2368,1.2398,1.2266,1.2277,132
29.06.2010,1.2277,1.2291,1.2152,1.2188,139
30.06.2010,1.2188,1.2304,1.2167,1.2238,137
01.07.2010,1.2238,1.254,1.2194,1.2527,346
02.07.2010,1.2527,1.2612,1.2482,1.2566,130
05.07.2010,1.2536,1.2565,1.2509,1.2538,56
06.07.2010,1.2538,1.2662,1.248,1.2626,182
07.07.2010,1.2626,1.2665,1.2553,1.2638,112
08.07.2010,1.2638,1.2712,1.262,1.2698,92
09.07.2010,1.2698,1.2722,1.2609,1.2641,113
12.07.2010,1.2614,1.2648,1.2551,1.2596,97
13.07.2010,1.2596,1.2739,1.2523,1.2724,216
14.07.2010,1.2724,1.2778,1.2683,1.2743,95
15.07.2010,1.2744,1.2954,1.2709,1.295,245
16.07.2010,1.2951,1.3008,1.289,1.293,118
19.07.2010,1.2948,1.2992,1.2871,1.2942,121
20.07.2010,1.2942,1.3029,1.2839,1.288,190
21.07.2010,1.288,1.2913,1.2733,1.2754,180
22.07.2010,1.2754,1.2933,1.2737,1.2893,196
23.07.2010,1.2893,1.2966,1.2794,1.2909,172
26.07.2010,1.2912,1.3006,1.2857,1.2994,149
27.07.2010,1.2994,1.3046,1.2952,1.2996,94
28.07.2010,1.2996,1.3042,1.2967,1.2995,75
29.07.2010,1.2995,1.3107,1.2978,1.3079,129
30.07.2010,1.3079,1.3094,1.2981,1.3052,113
02.08.2010,1.306,1.3195,1.305,1.3179,145
03.08.2010,1.3179,1.3262,1.3147,1.3231,115
04.08.2010,1.3231,1.324,1.3131,1.3161,109
05.08.2010,1.3161,1.3235,1.3119,1.3189,116
06.08.2010,1.3189,1.3334,1.3158,1.328,176
09.08.2010,1.3277,1.3308,1.3217,1.3222,91
10.08.2010,1.3221,1.3234,1.3074,1.3177,160
11.08.2010,1.3177,1.3187,1.2861,1.2863,326
12.08.2010,1.2863,1.2933,1.2781,1.2829,152
13.08.2010,1.2829,1.2906,1.275,1.2754,156
16.08.2010,1.2778,1.2871,1.2734,1.2827,137
17.08.2010,1.2827,1.2916,1.2804,1.2885,112
18.08.2010,1.2885,1.2923,1.2824,1.2853,99
19.08.2010,1.2853,1.2903,1.2772,1.2823,131
20.08.2010,1.2823,1.2833,1.2664,1.2712,169
23.08.2010,1.2713,1.273,1.2647,1.2657,83
24.08.2010,1.2657,1.2719,1.2588,1.2627,131
25.08.2010,1.2627,1.2727,1.2609,1.2659,118
26.08.2010,1.2659,1.2764,1.265,1.2716,114
27.08.2010,1.2716,1.2779,1.2676,1.2763,103
30.08.2010,1.274,1.2773,1.2659,1.2663,114
31.08.2010,1.2663,1.2743,1.2626,1.268,117
01.09.2010,1.268,1.2856,1.2663,1.2809,193
02.09.2010,1.2809,1.2849,1.2777,1.2826,72
03.09.2010,1.2826,1.2898,1.2809,1.2896,89
06.09.2010,1.289,1.2919,1.2867,1.2876,52
07.09.2010,1.2876,1.2877,1.2678,1.2682,199
08.09.2010,1.2682,1.2764,1.2659,1.272,105
09.09.2010,1.272,1.2766,1.2665,1.2696,101
10.09.2010,1.2696,1.2747,1.2644,1.2679,103
13.09.2010,1.268,1.2893,1.2673,1.2883,220
14.09.2010,1.2883,1.3033,1.283,1.2998,203
15.09.2010,1.2998,1.3037,1.2956,1.3011,81
16.09.2010,1.3011,1.3117,1.2976,1.3078,141
17.09.2010,1.3078,1.3159,1.302,1.305,139
20.09.2010,1.3052,1.3121,1.3029,1.3061,92
21.09.2010,1.3061,1.3286,1.3058,1.3264,228
22.09.2010,1.3264,1.344,1.3248,1.3406,192
23.09.2010,1.3406,1.3414,1.3304,1.3314,110
24.09.2010,1.3314,1.3495,1.3287,1.3492,208
27.09.2010,1.3481,1.3507,1.3426,1.3455,81
28.09.2010,1.3455,1.3596,1.3381,1.3585,215
29.09.2010,1.3585,1.3647,1.3567,1.3627,80
30.09.2010,1.3627,1.3683,1.356,1.3634,123
01.10.2010,1.3634,1.3792,1.3619,1.3791,173
04.10.2010,1.3799,1.3807,1.3667,1.3685,140
05.10.2010,1.3685,1.3859,1.3637,1.3839,222
06.10.2010,1.3839,1.3948,1.3799,1.393,149
07.10.2010,1.393,1.4029,1.3857,1.3926,172
08.10.2010,1.3926,1.3984,1.3834,1.3939,150
11.10.2010,1.3925,1.4012,1.3867,1.3876,145
12.10.2010,1.3876,1.3935,1.3775,1.3925,160
13.10.2010,1.3925,1.4001,1.3912,1.3961,89
14.10.2010,1.3961,1.4122,1.3955,1.4084,167
15.10.2010,1.4084,1.4159,1.3937,1.3977,222
18.10.2010,1.3992,1.4006,1.3831,1.3934,175
19.10.2010,1.3934,1.4004,1.3713,1.3727,291
20.10.2010,1.3727,1.3991,1.3698,1.3964,293
21.10.2010,1.3964,1.4051,1.3872,1.392,179
22.10.2010,1.392,1.3972,1.3858,1.3954,114
25.10.2010,1.3979,1.408,1.3918,1.3965,162
26.10.2010,1.3965,1.3982,1.3826,1.3859,156
27.10.2010,1.3859,1.3878,1.3734,1.3769,144
28.10.2010,1.3769,1.3946,1.3764,1.393,182
29.10.2010,1.393,1.3952,1.3807,1.3947,145
01.11.2010,1.3948,1.4011,1.3864,1.3893,147
02.11.2010,1.3893,1.4058,1.3882,1.4034,176
03.11.2010,1.4034,1.4179,1.3992,1.4139,187
04.11.2010,1.4139,1.4282,1.4103,1.4207,179
05.11.2010,1.4207,1.4249,1.4024,1.4032,225
08.11.2010,1.404,1.4086,1.3887,1.392,199
09.11.2010,1.392,1.3974,1.3753,1.3773,221
10.11.2010,1.3773,1.3825,1.3671,1.3783,154
11.11.2010,1.3783,1.3821,1.3638,1.3667,183
12.11.2010,1.3667,1.3777,1.3574,1.3691,203
15.11.2010,1.368,1.3751,1.3564,1.3587,187
16.11.2010,1.3587,1.3656,1.3448,1.3489,208
17.11.2010,1.3489,1.3565,1.346,1.3529,105
